SERFF#,Filing Type,Date Submitted,SERFF Status,State,Group_Code,Company_Code,Company_Code_all,Objection_letter_date,Objectionletter#,Objection#,Objection,download_week
CA_AMSI-133948945,Rule,02/01/2024,Pending State Action,CA,155,14042,[14042],05/22/2024,Objection_letter11,objection1,"Please re-submit the following using the most recent editions found at our public website [https://www.insurance.ca.gov/0250- insurers/0800-rate-filings/0200-prior-approval-factors/]: Standard Exhibits. The most recent version is the 10/19/2023 edition. You submitted the 06/05/2023 version of the standard exhibits. To be specific, I am referring to excel docs ""StdExhTl – HOU Included NR v2 "" and "" StdExhTl – HOU Excluded NR v2"". RATE TEMPLATE AND STANDARD EXHIBITS COMPLETION AND RECONCILIATION HOU- Included NR:",2025-02-17
CA_AMSI-133948945,Rule,02/01/2024,Pending State Action,CA,155,14042,[14042],05/22/2024,Objection_letter11,objection2,"In the previous objection letter, you were asked about the premium adjustments factors used in this filing. Even though the data provided in this filing has three years of historical data with the fiscal year ending 20233, the rate change of 25% (effective 1/17/2024) should be captured in this filing. On-level adjustment factors should capture the 25% rate increase by adjusting historical premiums to the rate level that is currently in effect. Hence, the factor should be 1.25. Please correct your data. a. Check of On-Level/CRL Adjustment Factor Calculation does not match between Rate Template 6.1 and what I calculated using the geometric (i.e. parallelogram/squares) method for years 20213, 20223, and 20233. Your On-level adjustment factors should capture the 25% rate increase. b. Check of On-Level/CRL Factors Calculation does not match between Exhibit 5 and what I calculated using the geometric (i.e. parallelogram/squares) method for the following quarters: 20171, 20172, 20173, 20174, 20181, 20182, 20183, 20184, 20191, 20192, 20193, 20194, 20201, 20202, 20203, 20204, 20211, 20212, 20213, 20214, 20221, 20222, 20223, 20224, 20231, 20232, 20233. c. Please resubmit Exhibit 4 with correct calculations. Be sure to include premium data used in your calculation in Exhibit 4. The premium calculations were not received with the last response.",2025-02-17
CA_AMSI-133948945,Rule,02/01/2024,Pending State Action,CA,155,14042,[14042],05/22/2024,Objection_letter11,objection3,Comparison of Trended On-Level Premium (Adjusted Earned Premium) does not match between Application Page 4 and Rate Template 7.1.,2025-02-17
CA_AMSI-133948945,Rule,02/01/2024,Pending State Action,CA,155,14042,[14042],05/22/2024,Objection_letter11,objection4,"Rate Template Page 6.1 experience credibility does not match the experience credibility calculated based on the data in Standard Exhibit 7 using 3 years of *accident year data* Incurred Claim Counts (excludes CNP); 3,000 as the credibility standard; and Sqrt(n/N) [Square Root Rule] to calculate partial credibility.",2025-02-17
CA_AMSI-133948945,Rule,02/01/2024,Pending State Action,CA,155,14042,[14042],05/22/2024,Objection_letter11,objection5,"Comparison of Calendar Year Earned Premium does not match between Application Page 5 and Exhibit 5 for years 20204, 20214, and 20224.",2025-02-17
CA_AMSI-133948945,Rule,02/01/2024,Pending State Action,CA,155,14042,[14042],05/22/2024,Objection_letter11,objection6,"The Paid Claim Counts + Closed With No Payment Claim Counts development triangle is equal to the Reported Claim Counts development triangle for this coverage/form/program in the Standard Exhibits Template. Paid Claims + Claims Closed With No Payment should theoretically include only open paid claims, closed paid claims, and claims closed without payment; Reported Claims, however, include the aforementioned claim types as well as open unpaid claims. Therefore, I expect Paid Claim Counts + Closed With No Payment Claim Counts to *not* be a 100% match with Reported Claim Counts. Please correct your data, or provide SERFF Tracking #: AMSI-133948945 State Tracking #: 24-362 Company Tracking #: CA 2024-03 HOS & HOU RULE ONLY State: California Filing Company: ASI Select Insurance Corp TOI/Sub-TOI:",2025-02-17
CA_AMSI-133948945,Rule,02/01/2024,Pending State Action,CA,155,14042,[14042],05/22/2024,Objection_letter11,objection04,0 Homeowners/04.0000 Homeowners Sub-TOI Combinations Product Name: Homeowners Project Name/Number: CA 2024-03 HOS & HOU Rule Only/ PDF Pipeline for SERFF Tracking Number AMSI-133948945 Generated 02/12/2025 06:09 AM  an explanation.,2025-02-17
CA_AMSI-133948945,Rule,02/01/2024,Pending State Action,CA,155,14042,[14042],05/22/2024,Objection_letter11,objection7,"Annual Closed Claim Counts (including CNP) does not match between Exhibit 7 (Converted) and Exhibit 8 for the following years: 20183, 20193, 20203, 20213, 20223, 20233. HOU- Excluded NR:",2025-02-17
CA_AMSI-133948945,Rule,02/01/2024,Pending State Action,CA,155,14042,[14042],05/22/2024,Objection_letter11,objection8,"See #2 above. a. Check of On-Level/CRL Adjustment Factor Calculation does not match between Rate Template 6.1 and what I calculated using the geometric (i.e. parallelogram/squares) method for years 20213, 20223, and 20233. b. Check of On-Level/CRL Factors Calculation does not match between Exhibit 5 and what I calculated using the geometric (i.e. parallelogram/squares) method for the following quarters: 20171, 20172, 20173, 20174, 20181, 20182, 20183, 20184, 20191, 20192, 20193, 20194, 20201, 20202, 20203, 20204, 20211, 20212, 20213, 20214, 20221, 20222, 20223, 20224, 20231, 20232, 20233. c. Please resubmit Exhibit 4 with correct calculations. Be sure to include premium data used in your calculation in Exhibit 4. The premium calculations were not received with the last response.",2025-02-17
CA_AMSI-133948945,Rule,02/01/2024,Pending State Action,CA,155,14042,[14042],05/22/2024,Objection_letter11,objection9,"Rate Template Page 6.1 experience credibility does not match the experience credibility calculated based on the data in Standard Exhibit 7 using 3 years of *accident year data* Incurred Claim Counts (excludes CNP); 3,000 as the credibility standard; and Sqrt(n/N) [Square Root Rule] to calculate partial credibility.",2025-02-17
CA_AMSI-133948945,Rule,02/01/2024,Pending State Action,CA,155,14042,[14042],05/22/2024,Objection_letter11,objection10,Comparison of Trended On-Level Premium (Adjusted Earned Premium) does not match between Application Page 4 and Rate Template 7.1.,2025-02-17
CA_AMSI-133948945,Rule,02/01/2024,Pending State Action,CA,155,14042,[14042],05/22/2024,Objection_letter11,objection11,"Comparison of Calendar Year Earned Premium does not match between Application Page 5 and Exhibit 5 for years 20204, 20214, and 20224.",2025-02-17
CA_AMSI-133948945,Rule,02/01/2024,Pending State Action,CA,155,14042,[14042],05/22/2024,Objection_letter11,objection12,"The Paid Claim Counts + Closed With No Payment Claim Counts development triangle is equal to the Reported Claim Counts development triangle for this coverage/form/program in the Standard Exhibits Template. Paid Claims + Claims Closed With No Payment should theoretically include only open paid claims, closed paid claims, and claims closed without payment; Reported Claims, however, include the aforementioned claim types as well as open unpaid claims. Therefore, I expect Paid Claim Counts + Closed With No Payment Claim Counts to *not* be a 100% match with Reported Claim Counts. Please correct your data, or provide an explanation.",2025-02-17
CA_AMSI-133948945,Rule,02/01/2024,Pending State Action,CA,155,14042,[14042],05/22/2024,Objection_letter11,objection13,"Annual Closed Claim Counts (including CNP) does not match between Exhibit 7 (Converted) and Exhibit 8 for the following years: 20183, 20193, 20203, 20213, 20223, 20233.",2025-02-17
CA_AMSI-133948945,Rule,02/01/2024,Pending State Action,CA,155,14042,[14042],05/06/2024,Objection_letter12,objection1,"The last rate change of 25% was effective 1/17/2024. Before then, there were no rate changes in this HOU program. Why are premium adjustments factors not equal to 1.0 in your rate templates (Exhibit 6.1)? a. Why are your on-level factors greater than 1.0? b. Please update your data. c. Please resubmit Exhibit 4 with correct calculations. Include actually premium data used in your calculation in Exhibit 4",2025-02-17
CA_AMSI-133948945,Rule,02/01/2024,Pending State Action,CA,155,14042,[14042],05/06/2024,Objection_letter12,objection2,"Excluded expense data is available for the 2023 year. Please update tabs '4.1Excluded Exp' and '4.2Excluded Exp' of the rate template with data from years 2021, 2022, and 2023. SERFF Tracking #: AMSI-133948945 State Tracking #: 24-362 Company Tracking #: CA 2024-03 HOS & HOU RULE ONLY State: California Filing Company: ASI Select Insurance Corp TOI/Sub-TOI:",2025-02-17
